client id,client type,first name,last name,date of birth,gender,country,region,acquisition purpose,satisfaction score,loan applied,referral channel,age,Cluster
C0311,1,Justin,Anderson,2052-03-09,M,USA,Georgia,0,2,0,Website,-26,1
C0312,1,Zachary,Cooper,1941-01-14,M,USA,Nevada,0,3,1,Website,85,2
C0313,0,Stratos,Co,2074-04-12,M,USA,California,0,1,0,Agency,-48,3
C0314,1,Andrew,Jones,1982-08-23,M,USA,Washington,1,4,0,Agency,44,0
C0315,1,Michael,Phillips,1987-03-18,M,Mexico,Baja California,1,5,0,Website,39,0
C0316,1,Brandon,Martin,1997-04-14,M,UK,Scotland,1,4,1,Website,29,0
C0317,1,Amber,Hansen,1999-11-17,F,USA,California,1,2,1,Website,27,0
C0318,1,Amy,Peterson,1974-03-22,F,Germany,Berlin,0,5,0,Website,52,0
C0319,0,Zynex,Co,1995-11-12,F,USA,Texas,0,5,1,Website,31,0
C0320,1,Tyler,Cox,1984-12-01,M,USA,Texas,0,3,1,Client,42,0
C0321,1,Jesse,Cook,1992-01-12,M,USA,California,1,2,0,Agency,34,0
C0322,1,Deborah,Moore,1996-12-25,F,USA,California,0,2,1,Website,30,0
C0323,1,Samantha,Hayes,1975-09-16,F,USA,California,1,2,1,Website,51,0
C0324,1,Raymond,Parker,1993-06-14,M,USA,Washington,0,4,0,Website,33,0
C0325,1,Maria,Flores,1983-02-24,F,USA,California,0,5,1,Agency,43,0
C0326,1,Daniel,Reed,2058-05-10,M,USA,Oregon,1,4,1,Agency,-32,3
C0327,1,Elizabeth,Ward,2061-07-09,F,UK,Scotland,0,1,0,Agency,-35,3
C0328,1,William,Young,1946-10-22,M,USA,California,0,1,1,Client,80,2
C0329,1,Diane,Morales,1998-10-05,F,Germany,Hesse,0,3,0,Agency,28,0
C0330,1,Christian,Richardson,1975-06-21,M,USA,California,0,1,0,Website,51,0
C0331,1,Ann,Martin,1984-05-23,F,USA,California,1,3,0,Agency,42,0
C0332,1,Christopher,Price,1989-12-15,M,USA,Texas,1,3,0,Website,37,0
C0333,1,Helen,Hall,1955-12-23,F,UK,Wales,0,3,0,Website,71,2
C0334,1,Andrew,Roberts,2050-08-01,M,USA,Arizona,1,3,0,Agency,-24,1
C0335,1,Charles,Morris,1975-12-24,M,USA,Arizona,0,4,0,Website,51,0
C0336,1,Karen,Price,1971-11-17,F,USA,California,1,5,0,Agency,55,0
C0337,1,Nathan,Alexander,1942-01-27,M,USA,Arizona,0,3,1,Website,84,2
C0338,1,Patrick,Flores,1943-05-28,M,USA,California,0,5,1,Website,83,2
C0339,1,Keith,King,2063-10-05,M,USA,Utah,1,5,0,Agency,-37,3
C0340,1,Daniel,Garcia,1940-11-25,M,USA,California,1,2,0,Agency,86,2
C0341,1,Carl,Chavez,1982-11-10,M,USA,California,1,4,0,Agency,44,0
C0342,1,Kevin,Hughes,1974-08-15,M,USA,California,1,2,0,Client,52,0
C0343,1,Joyce,Thompson,1952-06-17,F,USA,California,0,2,0,Website,74,2
C0344,1,Joshua,Jackson,1997-05-13,M,Canada,British Columbia,0,2,1,Website,29,0
C0345,1,Stephanie,Hall,1969-09-15,F,USA,New York,0,4,1,Website,57,2
C0346,1,Amy,Nelson,2063-06-02,F,USA,California,0,5,0,Agency,-37,3
C0347,1,Mark,Reyes,1992-05-24,M,USA,Washington,0,3,1,Website,34,0
C0348,1,Jack,Pierce,1982-02-13,M,USA,Colorado,1,5,1,Agency,44,0
C0349,1,Paul,Jackson,1975-06-26,M,USA,Arizona,0,2,1,Agency,51,0
C0350,1,Richard,Jones,1992-12-11,M,USA,Arizona,0,2,0,Agency,34,0
C0351,1,Michelle,Watson,1961-12-27,F,USA,Oregon,0,5,0,Agency,65,2
C0352,1,Judith,Williams,1977-06-22,F,USA,Nevada,1,3,0,Agency,49,0
C0353,1,Anna,Murray,1964-04-24,F,USA,Arizona,0,2,0,Agency,62,2
C0354,1,Kimberly,Turner,1998-10-23,F,USA,California,0,4,0,Website,28,0
C0355,1,Henry,Alexander,1951-10-16,M,Mexico,Baja California,1,1,0,Website,75,2
C0356,1,Andrea,Kim,1976-06-06,F,USA,Georgia,0,3,0,Website,50,0
C0357,1,Danielle,Griffin,1988-04-09,F,USA,California,0,3,0,Website,38,0
C0358,1,Katherine,Griffin,1978-09-26,F,Australia,New South Wales,0,3,1,Agency,48,0
C0359,1,Julie,Cooper,2051-03-10,F,USA,California,1,1,0,Agency,-25,1
C0360,1,Laura,Baker,2048-09-09,F,USA,Utah,0,2,1,Agency,-22,1
C0361,1,Nicholas,Miller,2058-09-08,M,UK,England,0,1,1,Website,-32,3
C0362,1,Betty,Moore,2000-09-06,F,USA,Utah,0,4,0,Website,26,0
C0363,1,Christine,Edwards,1959-01-25,F,USA,Utah,1,2,0,Client,67,2
C0364,1,George,Gray,2044-03-02,M,USA,Texas,0,2,0,Website,-18,1
C0365,1,Brandon,Morales,2062-02-11,M,USA,Colorado,1,5,0,Agency,-36,3
C0366,1,Keith,Long,1983-04-26,M,USA,California,0,4,0,Website,43,0
C0367,1,Samuel,Collins,1964-11-25,M,USA,California,1,4,0,Agency,62,2
C0368,1,Betty,Scott,1992-08-11,F,USA,California,0,4,1,Agency,34,0
C0369,1,Helen,Murray,2054-10-01,F,USA,Utah,0,2,1,Agency,-28,1
C0370,1,Michelle,Brooks,1957-09-23,F,Russia,Krasnodar Krai,0,1,0,Website,69,2
C0371,1,Ryan,Moore,1970-03-15,M,Belgium,Wallonia,1,3,0,Agency,56,2
C0372,1,Teresa,Nelson,1952-04-22,F,Belgium,Flanders,1,1,0,Agency,74,2
C0373,1,Karen,Morales,1993-01-27,F,USA,Georgia,0,2,0,Agency,33,0
C0374,1,Madison,Hughes,1993-11-07,F,Australia,New South Wales,1,4,1,Agency,33,0
C0375,1,Kyle,Thompson,1968-07-15,M,USA,California,1,4,0,Website,58,2
C0376,1,Shirley,Smith,1953-04-19,F,USA,California,0,3,0,Website,73,2
C0377,1,Charles,Patterson,1998-05-14,M,USA,Washington,0,4,0,Website,28,0
C0378,1,Heather,Anderson,1957-11-28,F,USA,California,1,3,1,Website,69,2
C0379,0,Optima,Co,1977-04-22,M,USA,California,1,2,1,Client,49,0
C0380,1,Evelyn,Chavez,1973-09-13,F,USA,California,0,3,1,Website,53,0
C0381,1,David,Gray,2061-01-08,M,USA,California,0,5,1,Agency,-35,3
C0382,1,Nicholas,Garcia,2075-08-08,M,USA,California,1,1,1,Agency,-49,3
C0383,0,Novex,Co,1985-11-09,F,Mexico,Mexico City,1,3,0,Agency,41,0
C0384,1,Amy,Stewart,1944-03-22,F,USA,California,0,3,1,Website,82,2
C0385,1,Douglas,Owens,2069-01-12,M,UK,Northern Ireland,1,4,0,Website,-43,3
C0386,1,Carol,Stewart,1976-03-25,F,USA,Colorado,0,2,0,Client,50,0
C0387,1,Jessica,Owens,1974-07-18,F,USA,California,0,2,1,Website,52,0
C0388,1,Zachary,Cox,1995-09-24,M,USA,California,0,4,0,Agency,31,0
C0389,1,Ronald,Stone,1954-11-18,M,USA,Colorado,0,3,0,Website,72,2
C0390,1,Steven,Griffin,1942-04-23,M,Canada,Quebec,1,2,0,Website,84,2
C0391,1,Heather,Long,2066-11-12,F,USA,California,0,5,0,Agency,-40,3
C0392,1,Katherine,Adams,1977-06-14,F,USA,Arizona,0,2,1,Website,49,0
C0393,1,Nicole,Allen,1988-06-08,F,USA,Arizona,0,4,0,Agency,38,0
C0394,1,Shirley,Foster,1954-11-24,F,USA,Colorado,0,3,1,Website,72,2
C0395,1,Deborah,Chavez,1959-01-17,F,USA,Florida,0,1,0,Website,67,2
C0396,1,Charles,Allen,2000-04-17,M,USA,Nevada,0,5,0,Agency,26,0
C0397,1,Hannah,Williams,2000-09-18,F,USA,California,0,5,0,Website,26,0
C0398,1,Jennifer,Alexander,1948-12-22,F,USA,Texas,0,1,1,Agency,78,2
C0399,1,Albert,Kim,1984-06-09,M,USA,California,0,4,0,Agency,42,0
C0400,1,Brandon,Anderson,1959-11-25,M,USA,California,0,4,0,Agency,67,2
C0401,1,Brian,Anderson,1969-07-21,M,USA,Arizona,0,5,1,Website,57,2
C0402,1,Brenda,Garcia,1941-02-22,F,USA,Georgia,0,5,0,Website,85,2
C0403,1,Jennifer,Adams,1963-03-25,F,Australia,New South Wales,0,1,0,Website,63,2
C0404,1,Sara,Cook,1976-12-05,F,France,Normandy,1,1,0,Client,50,0
C0405,0,Horizon,Co,1969-12-25,M,USA,Colorado,0,1,0,Agency,57,2
C0406,1,Christine,Brown,1960-05-26,F,USA,Colorado,0,3,0,Website,66,2
C0407,1,Lisa,Freeman,1982-04-23,F,USA,California,0,2,0,Client,44,0
C0408,1,Tyler,Rogers,1977-02-03,M,USA,California,0,3,0,Website,49,0
C0409,1,Timothy,Reyes,1972-09-18,M,USA,Nevada,0,1,1,Website,54,0
C0410,1,Diane,Johnson,1982-07-13,F,Russia,Saint Petersburg,0,5,1,Agency,44,0
C0411,1,Amanda,Moore,1983-05-09,F,USA,California,0,2,0,Website,43,0
C0412,1,Karen,Richardson,1984-04-24,F,UK,Scotland,0,5,0,Website,42,0
C0413,1,Brandon,Smith,2040-07-11,M,Canada,British Columbia,0,3,0,Website,-14,1
C0414,1,Brandon,Reed,2062-12-07,M,USA,California,0,4,0,Website,-36,3
C0415,1,Grace,Turner,1980-07-09,F,USA,Nevada,0,5,1,Agency,46,0
C0416,0,Bravada,Co,1981-07-28,M,Germany,North Rhine-Westphalia,1,5,1,Client,45,0
C0417,1,Peter,Collins,2047-12-03,M,USA,Utah,0,2,0,Website,-21,1
C0418,1,Douglas,Howard,1996-08-20,M,USA,Arizona,0,5,0,Agency,30,0
C0419,1,Jack,Hansen,2062-11-03,M,USA,Washington,0,3,1,Agency,-36,3
C0420,1,Debra,Reyes,1994-01-04,F,USA,California,0,5,0,Agency,32,0
C0421,1,Zachary,Cox,1975-08-25,M,Germany,Hesse,1,5,1,Website,51,0
C0422,0,Telnox,Co,1973-11-13,F,USA,California,0,1,1,Client,53,0
C0423,1,Rachel,Sanders,1950-04-17,F,USA,California,0,1,0,Client,76,2
C0424,1,Sarah,Stewart,1998-12-04,F,USA,Florida,0,1,0,Website,28,0
C0425,1,Gerald,Wright,2065-03-11,M,USA,Nevada,0,2,0,Agency,-39,3
C0426,1,Julie,Brown,2053-10-07,F,USA,Oregon,0,4,1,Client,-27,1
C0427,1,Sarah,Peterson,1994-09-06,F,USA,California,0,4,1,Website,32,0
C0428,1,Gloria,Rogers,1962-07-20,F,USA,Oregon,0,3,0,Agency,64,2
C0429,1,Danielle,Stone,1995-11-05,F,USA,California,0,3,1,Website,31,0
C0430,1,Roger,Wood,2074-10-05,M,USA,Nevada,0,2,0,Agency,-48,3
C0431,1,Austin,King,2069-05-05,M,USA,California,0,5,1,Website,-43,3
C0432,0,Grandis,Co,1995-02-17,M,USA,California,0,5,0,Agency,31,0
C0433,1,Ruth,Hughes,2069-03-03,F,USA,California,1,2,1,Website,-43,3
C0434,1,Amanda,Sanders,1964-12-25,F,Russia,Tatarstan,0,5,0,Website,62,2
C0435,1,Sara,Richardson,1966-01-25,F,Australia,New South Wales,0,5,1,Website,60,2
C0436,1,Brandon,Jones,2072-05-12,M,USA,Colorado,0,2,1,Client,-46,3
C0437,1,Danielle,James,1990-10-05,F,USA,Texas,0,1,0,Website,36,0
C0438,1,Gregory,Collins,1982-10-09,M,USA,Georgia,1,1,1,Client,44,0
C0439,1,Larry,Thompson,2056-03-08,M,USA,Virginia,0,2,0,Agency,-30,1
C0440,1,Lawrence,Parker,1960-07-13,M,USA,California,1,1,0,Agency,66,2
C0441,1,Joan,Foster,1980-10-01,F,Russia,Krasnodar Krai,1,1,0,Agency,46,0
C0442,1,Sarah,Hansen,1975-04-14,F,USA,Colorado,0,3,1,Website,51,0
C0443,1,Noah,Foster,1950-06-22,M,Denmark,Capital Region,0,1,1,Agency,76,2
C0444,1,Jennifer,Martin,1941-03-15,F,USA,California,0,2,0,Website,85,2
C0445,1,Michelle,Evans,1995-11-12,F,USA,California,0,2,1,Website,31,0
C0446,1,Douglas,Thomas,2055-02-01,M,USA,Colorado,0,2,0,Website,-29,1
C0447,1,Patricia,Johnson,1956-06-27,F,USA,New York,0,2,0,Website,70,2
C0448,1,Mark,White,1980-06-10,M,USA,Nevada,1,2,0,Agency,46,0
C0449,1,Jordan,King,1972-06-24,M,USA,Oregon,1,2,0,Agency,54,0
C0450,1,Matthew,Jackson,1992-02-19,M,Mexico,Nuevo Leon,0,3,0,Website,34,0
C0451,1,Larry,Anderson,1985-09-20,M,Canada,Alberta,1,5,1,Client,41,0
C0452,1,Brandon,Adams,1967-10-17,M,USA,Washington,0,3,0,Website,59,2
C0453,1,Carl,Wood,1993-04-16,M,UK,Scotland,1,1,0,Website,33,0
C0454,0,Altira,Co,2061-04-01,F,USA,Nevada,1,4,0,Agency,-35,3
C0455,1,Karen,Williams,2063-02-01,F,USA,California,0,1,0,Agency,-37,3
C0456,1,Virginia,Brooks,1995-11-18,F,USA,Oregon,0,3,1,Website,31,0
C0457,1,Kenneth,Hansen,1980-07-19,M,UK,Wales,1,1,0,Agency,46,0
C0458,1,Thomas,Turner,1995-07-04,M,USA,Oregon,1,1,0,Agency,31,0
C0459,1,Steven,Johnson,1955-03-23,M,USA,California,0,3,0,Agency,71,2
C0460,1,Amanda,Cox,1992-12-25,F,USA,Virginia,0,1,0,Website,34,0
C0461,1,Jonathan,Peterson,1960-02-16,M,USA,Arizona,0,1,0,Agency,66,2
C0462,1,Eric,White,1943-10-22,M,Australia,Victoria,0,2,0,Agency,83,2
C0463,1,Nicholas,Garcia,1970-06-13,M,USA,California,0,5,0,Client,56,2
C0464,1,Gregory,Turner,2074-12-11,M,USA,Florida,0,5,0,Website,-48,3
C0465,1,George,Carter,2049-09-02,M,USA,California,0,3,0,Website,-23,1
C0466,1,Patricia,Cox,1988-05-19,F,USA,Virginia,1,2,0,Website,38,0
C0467,1,Rebecca,Chavez,2052-04-05,F,USA,Ohio,0,1,1,Agency,-26,1
C0468,1,Raymond,Smith,1952-11-13,M,Mexico,Jalisco,1,3,1,Website,74,2
C0469,1,Adam,Foster,1997-03-23,M,USA,California,0,2,0,Website,29,0
C0470,1,Joan,Anderson,1963-02-17,F,USA,Oregon,0,1,0,Agency,63,2
C0471,1,Gary,Collins,1984-06-26,M,USA,Utah,1,3,0,Agency,42,0
C0472,1,Edward,Moore,2051-10-04,M,USA,California,0,4,0,Website,-25,1
C0473,1,Sharon,Price,1981-08-09,F,USA,California,0,3,0,Agency,45,0
C0474,1,Gregory,Young,1995-12-08,M,USA,Nevada,0,1,0,Website,31,0
C0475,1,William,Brooks,1946-08-18,M,Belgium,Wallonia,1,2,1,Agency,80,2
C0476,1,Steven,Johnson,1997-04-05,M,USA,Florida,0,3,0,Agency,29,0
C0477,1,Jesse,Stone,1984-02-01,M,USA,California,1,4,1,Website,42,0
C0478,1,Ashley,Garcia,2040-08-02,F,USA,Ohio,1,4,0,Website,-14,1
C0479,1,Virginia,Wright,1978-04-06,F,USA,California,0,2,1,Agency,48,0
C0480,1,Scott,Bryant,1974-09-16,M,USA,California,0,4,1,Website,52,0
C0481,1,Sean,Williams,1976-12-12,M,USA,Arizona,0,3,0,Agency,50,0
C0482,1,Deborah,Brown,1980-10-08,F,USA,New York,1,3,1,Agency,46,0
C0483,1,Kevin,Jackson,1985-11-08,M,USA,Arizona,1,1,0,Website,41,0
C0484,1,Janet,Wright,1989-04-19,F,USA,Texas,1,3,0,Website,37,0
C0485,1,Julia,Morales,1991-10-07,F,USA,Arizona,0,2,0,Website,35,0
C0486,1,Billy,Carter,1999-09-16,M,USA,California,1,2,1,Website,27,0
C0487,1,Jessica,Williams,1991-10-23,F,USA,Washington,0,5,0,Website,35,0
C0488,1,Megan,Jackson,1979-05-11,F,USA,California,1,4,0,Agency,47,0
C0489,1,Austin,Jordan,2050-06-08,M,Germany,Berlin,1,2,0,Website,-24,1
C0490,1,Emily,Wright,1954-01-23,F,USA,Nevada,1,5,1,Website,72,2
C0491,1,Noah,White,2041-08-05,M,USA,Washington,0,2,0,Website,-15,1
C0492,1,Raymond,Price,2000-05-07,M,USA,Utah,0,3,1,Website,26,0
C0493,1,Tyler,Hughes,2054-07-06,M,USA,Colorado,0,3,0,Website,-28,1
C0494,1,Grace,Carter,1990-08-03,F,USA,California,0,3,1,Website,36,0
C0495,1,Jerry,Hall,1954-02-18,M,USA,California,1,5,0,Client,72,2
C0496,1,Billy,Reyes,1990-01-04,M,USA,California,0,4,0,Agency,36,0
C0497,1,Emma,Stewart,1985-02-02,F,USA,Arizona,1,4,1,Website,41,0
C0498,1,Nancy,Collins,1948-11-21,F,Canada,Alberta,0,2,1,Website,78,2
C0499,1,Lisa,Patterson,2046-02-10,F,USA,Colorado,0,3,1,Agency,-20,1
C0500,1,Dennis,Howard,1977-03-15,M,USA,California,0,4,1,Website,49,0
C0501,1,Kenneth,Jackson,1995-11-12,M,USA,Nevada,1,5,1,Agency,31,0
C0502,1,Madison,Gray,1966-11-28,F,USA,Arizona,0,4,0,Website,60,2
C0503,1,Keith,Peterson,1943-09-26,M,USA,Utah,1,2,1,Client,83,2
C0504,1,Jeffrey,Green,1992-01-14,M,USA,Utah,0,2,0,Website,34,0
C0505,1,Katherine,Wilson,1995-07-18,F,USA,Arizona,0,3,0,Agency,31,0
C0506,1,Albert,Stone,2067-07-04,M,USA,California,0,5,0,Agency,-41,3
C0507,1,Mark,Morales,1951-02-26,M,USA,New York,0,3,0,Website,75,2
C0508,1,Grace,Weaver,2070-01-06,F,USA,Nevada,0,5,0,Agency,-44,3
C0509,1,Aaron,Cook,2056-04-02,M,Belgium,Wallonia,0,3,0,Website,-30,1
C0510,1,Samantha,Evans,1947-08-28,F,France,Brittany,1,1,1,Website,79,2
C0511,1,Christine,Parker,1954-07-20,F,UK,England,0,2,0,Website,72,2
C0512,1,Hannah,Flores,1945-06-27,F,USA,Arizona,0,1,0,Client,81,2
C0513,1,Christian,Morales,1999-03-07,M,USA,Florida,0,2,1,Agency,27,0
C0514,1,Rebecca,Evans,1977-08-17,F,USA,Oregon,0,1,1,Website,49,0
C0515,1,Melissa,Patterson,2063-09-12,F,USA,California,0,1,1,Website,-37,3
C0516,1,Lawrence,Nelson,1946-04-21,M,USA,Utah,0,3,0,Website,80,2
C0517,1,Harold,Thompson,1959-03-20,M,USA,California,0,5,0,Client,67,2
C0518,0,Lumina,Co,1962-05-22,F,USA,New York,0,3,0,Website,64,2
C0519,1,Madison,Freeman,2075-10-04,F,USA,Arizona,1,3,0,Agency,-49,3
C0520,1,Helen,White,2070-02-11,F,USA,Oregon,0,3,1,Agency,-44,3
C0521,1,Stephanie,Allen,2067-04-02,F,Canada,British Columbia,0,3,0,Website,-41,3
C0522,1,Nicole,Campbell,1942-07-13,F,USA,Virginia,0,5,0,Agency,84,2
C0523,1,Cynthia,Hansen,1960-08-22,F,USA,Colorado,0,2,0,Agency,66,2
C0524,1,Harold,Thompson,1953-05-24,M,USA,Washington,0,3,0,Website,73,2
C0525,1,Frank,Gray,2050-06-12,M,USA,Arizona,0,4,1,Agency,-24,1
C0526,1,Harold,Green,1968-02-28,M,Germany,Bavaria,0,5,0,Website,58,2
C0527,1,Andrew,Baker,1979-07-19,M,USA,California,0,2,0,Website,47,0
C0528,1,Benjamin,Davis,2000-08-09,M,USA,Washington,1,2,0,Client,26,0
C0529,1,Paul,Jordan,1973-11-14,M,USA,Nevada,0,4,1,Website,53,0
C0530,1,Patricia,Reed,2052-09-07,F,USA,Utah,0,2,1,Agency,-26,1
C0531,1,Emily,White,1976-09-19,F,USA,California,0,1,0,Website,50,0
C0532,1,Lauren,Moore,1979-08-12,F,Belgium,Flanders,0,2,0,Website,47,0
C0533,1,Jeffrey,Williams,2063-09-06,M,USA,Nevada,1,1,0,Agency,-37,3
C0534,1,Bryan,Miller,1958-02-21,M,USA,California,1,1,0,Agency,68,2
C0535,1,Judith,Allen,1987-12-22,F,UK,Wales,0,3,0,Agency,39,0
C0536,1,Brittany,Weaver,1956-03-14,F,USA,Arizona,1,5,1,Website,70,2
C0537,1,Carl,Baker,1962-04-25,M,USA,Florida,0,2,0,Client,64,2
C0538,1,Richard,Pierce,1969-04-23,M,USA,California,0,1,1,Agency,57,2
C0539,1,Lawrence,Bryant,1991-02-25,M,USA,California,1,1,1,Agency,35,0
C0540,1,Anna,Long,1997-02-27,F,USA,New York,0,3,0,Agency,29,0
C0541,1,Anthony,Garcia,2000-03-22,M,UK,Northern Ireland,0,3,0,Agency,26,0
C0542,0,Lumina,Co,1985-09-26,M,Mexico,Mexico City,0,3,0,Website,41,0
C0543,1,Joan,Parker,1947-07-23,F,USA,Texas,0,2,1,Website,79,2
C0544,1,Kevin,White,1974-10-16,M,USA,Utah,0,2,0,Website,52,0
C0545,1,Paul,Griffin,2042-08-04,M,USA,Colorado,0,1,1,Agency,-16,1
C0546,1,Samuel,Flores,1967-12-23,M,Canada,Manitoba,0,4,0,Client,59,2
C0547,1,Diane,Allen,1947-09-20,F,USA,California,1,2,0,Agency,79,2
C0548,1,Christopher,Foster,1980-04-11,M,USA,California,0,2,0,Agency,46,0
C0549,1,Daniel,Sanders,1972-10-15,M,USA,Florida,0,4,0,Website,54,0
C0550,0,Vertex,Co,2067-04-09,F,USA,Nevada,0,1,0,Agency,-41,3
C0551,1,Billy,Freeman,1960-05-17,M,USA,California,1,4,0,Website,66,2
C0552,1,Kyle,Cook,1965-10-20,M,USA,Virginia,1,3,0,Agency,61,2
C0553,1,James,Bell,1978-11-26,M,USA,Arizona,0,3,0,Website,48,0
C0554,1,Carl,Moore,1948-12-24,M,Australia,Victoria,0,1,1,Agency,78,2
C0555,1,Aaron,Nelson,1971-04-23,M,USA,California,1,4,1,Agency,55,0
C0556,1,Zachary,Sanders,1958-10-17,M,USA,Colorado,0,5,0,Website,68,2
C0557,1,Judy,Griffin,1941-09-25,F,USA,Utah,1,2,0,Website,85,2
C0558,1,Cheryl,Wood,1974-10-23,F,Denmark,North Denmark,0,3,0,Website,52,0
C0559,0,Corvus,Co,1969-08-18,M,USA,California,0,5,0,Client,57,2
C0560,1,Janice,Nelson,1988-04-20,F,Australia,South Australia,0,3,0,Website,38,0
C0561,0,Bravada,Co,1962-11-20,F,USA,Arizona,1,3,0,Website,64,2
C0562,1,Judy,Peterson,1940-11-23,F,USA,Utah,1,5,1,Website,86,2
C0563,1,William,Howard,1991-01-22,M,USA,California,0,2,1,Agency,35,0
C0564,1,Scott,Adams,2052-09-02,M,USA,Texas,0,1,0,Agency,-26,1
C0565,1,Austin,Wood,1985-09-26,M,France,Brittany,0,1,0,Website,41,0
C0566,1,Janice,Miller,2000-12-09,F,USA,Oregon,1,4,1,Agency,26,0
C0567,1,Megan,Chavez,2053-10-07,F,Russia,Saint Petersburg,1,2,1,Agency,-27,1
C0568,1,Timothy,Wright,2053-09-04,M,USA,California,0,3,0,Website,-27,1
C0569,1,Mary,Cook,2071-12-05,F,USA,California,0,5,1,Client,-45,3
C0570,1,Hannah,Peterson,2065-06-03,F,France,Occitanie,0,5,1,Website,-39,3
C0571,1,Adam,Chavez,2066-07-03,M,USA,California,0,3,0,Website,-40,3
C0572,1,Ann,Johnson,1993-11-12,F,USA,California,1,5,0,Website,33,0
C0573,0,Altira,Co,1977-04-24,M,USA,Georgia,0,4,1,Agency,49,0
C0574,1,Gerald,Cox,1968-09-15,M,USA,California,0,2,0,Agency,58,2
C0575,1,Brian,Hansen,1966-01-21,M,USA,California,1,2,0,Website,60,2
C0576,1,Terry,Reyes,1959-02-24,M,Germany,Hamburg,0,1,0,Client,67,2
C0577,1,Christopher,Miller,1989-05-18,M,USA,Arizona,0,3,0,Website,37,0
C0578,1,Lauren,Rogers,1999-07-22,F,USA,Arizona,0,5,1,Client,27,0
C0579,1,Christopher,Ward,2041-09-04,M,USA,Texas,1,3,0,Website,-15,1
C0580,1,Heather,Watson,2048-11-01,F,USA,California,0,2,1,Client,-22,1
C0581,1,Kimberly,Stewart,1957-12-21,F,USA,California,1,5,1,Website,69,2
C0582,1,Teresa,Pierce,2040-02-10,F,USA,Washington,1,3,1,Website,-14,1
C0583,1,Kevin,Scott,1986-10-27,M,USA,California,0,2,0,Agency,40,0
C0584,1,Janice,Taylor,1982-11-03,F,USA,California,0,5,0,Website,44,0
C0585,1,Anthony,Edwards,2061-02-07,M,USA,Colorado,0,3,0,Agency,-35,3
C0586,1,Noah,Morales,1977-06-14,M,USA,California,0,2,1,Client,49,0
C0587,1,Pamela,Richardson,1992-11-24,F,USA,New York,0,4,0,Website,34,0
C0588,1,Janice,White,1989-11-20,F,USA,Florida,0,2,0,Website,37,0
C0589,1,Christopher,Williams,1946-09-21,M,USA,Texas,1,5,0,Client,80,2
C0590,1,Arthur,Campbell,1966-09-16,M,UK,Scotland,1,2,0,Website,60,2
C0591,1,Dorothy,Long,2068-09-03,F,USA,Nevada,0,1,0,Website,-42,3
C0592,1,Roger,Moore,2072-03-06,M,USA,Arizona,1,2,0,Client,-46,3
C0593,1,Elizabeth,Carter,2052-08-08,F,USA,California,0,2,1,Agency,-26,1
C0594,1,Diane,Patterson,2042-08-02,F,USA,Utah,0,1,0,Agency,-16,1
C0595,1,Anna,Murray,2066-10-06,F,USA,Utah,0,3,0,Agency,-40,3
C0596,1,Gerald,Phillips,1976-04-17,M,USA,Nevada,0,4,0,Agency,50,0
C0597,1,Peter,King,1986-02-17,M,UK,Northern Ireland,0,2,1,Website,40,0
C0598,1,Jacob,Gray,1949-06-24,M,USA,Colorado,1,4,0,Website,77,2
C0599,1,Jennifer,Turner,1998-03-19,F,Canada,Alberta,0,2,0,Agency,28,0
C0600,1,Thomas,King,1984-03-17,M,USA,Oregon,1,1,0,Client,42,0
C0601,1,Lisa,Nelson,1972-10-16,F,USA,California,0,4,0,Website,54,0
C0602,1,Albert,Hayes,1984-03-24,M,Germany,Bavaria,0,4,0,Agency,42,0
C0603,1,Diane,Thompson,1994-01-07,F,USA,New York,0,4,1,Agency,32,0
C0604,1,Danielle,Montgomery,1998-09-17,F,Belgium,Wallonia,0,1,0,Agency,28,0
C0605,1,Nathan,Flores,1974-06-28,M,USA,Utah,0,4,1,Agency,52,0
C0606,1,Carolyn,Stone,1949-12-25,F,France,Ile-de-France,1,1,0,Website,77,2
C0607,1,Daniel,Edwards,1962-09-14,M,USA,California,0,1,0,Agency,64,2
C0608,1,Jerry,Adams,1956-06-14,M,USA,California,0,4,0,Agency,70,2
C0609,1,Julia,Richardson,1961-05-22,F,USA,Washington,0,4,0,Agency,65,2
C0610,1,Ann,Owens,2070-05-10,F,USA,California,1,4,0,Website,-44,3
C0611,1,Jacob,Price,2050-12-06,M,USA,California,0,4,0,Agency,-24,1
C0612,1,Kevin,Wood,1960-01-26,M,USA,Florida,0,4,0,Agency,66,2
C0613,1,Cynthia,Cox,1995-10-02,F,Australia,Victoria,0,4,0,Agency,31,0
C0614,1,George,Bryant,2072-01-07,M,UK,Wales,0,3,1,Website,-46,3
C0615,1,Jordan,King,2057-01-12,M,USA,Utah,0,2,1,Website,-31,1
C0616,1,Julie,Brooks,1963-04-17,F,USA,Virginia,1,1,1,Agency,63,2
C0617,1,Carolyn,Evans,1986-10-07,F,USA,Ohio,0,5,1,Website,40,0
C0618,1,Austin,Taylor,2068-05-11,M,USA,Texas,0,3,0,Agency,-42,3
C0619,1,Heather,Morales,1970-04-25,F,USA,Washington,0,4,0,Website,56,2
C0620,1,Sarah,Howard,1960-04-22,F,France,Brittany,0,3,0,Website,66,2
C0621,1,Jonathan,Turner,1982-02-13,M,Germany,Bavaria,1,3,1,Agency,44,0
C0622,1,Katherine,Ward,1987-10-09,F,USA,Washington,1,2,0,Client,39,0
