client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age,Cluster
C0503,1,Keith,Peterson,1943-09-26,M,9,48,1,-0.7281302161119941,1,Client,1.2965197118871787,0
C0504,1,Jeffrey,Green,1992-01-14,M,9,48,0,-0.7281302161119941,0,Website,0.08299053608400861,0
C0505,1,Katherine,Wilson,1995-07-18,F,9,1,0,-0.020520676644555657,0,Agency,0.008692831442998197,1
C0506,1,Albert,Stone,2067-07-04,M,9,8,0,1.3946984022903213,0,Agency,-1.7744520799412518,2
C0507,1,Mark,Morales,1951-02-26,M,9,27,0,-0.020520676644555657,0,Website,1.098392499511151,1
C0508,1,Grace,Weaver,2070-01-06,F,9,25,0,1.3946984022903213,0,Agency,-1.8487497845822622,2
C0509,1,Aaron,Cook,2056-04-02,M,1,52,0,-0.020520676644555657,0,Website,-1.5020271629242137,3
C0510,1,Samantha,Evans,1947-08-28,F,4,6,1,-1.4357397555794327,1,Website,1.1974561056991648,0
C0511,1,Christine,Parker,1954-07-20,F,8,12,0,-0.7281302161119941,0,Website,1.0240947948701407,0
C0512,1,Hannah,Flores,1945-06-27,F,9,1,0,-1.4357397555794327,0,Client,1.246987908793172,0
C0513,1,Christian,Morales,1999-03-07,M,9,14,0,-0.7281302161119941,1,Agency,-0.09037077474501569,0
C0514,1,Rebecca,Evans,1977-08-17,F,9,37,0,-1.4357397555794327,1,Website,0.4544790592890607,0
C0515,1,Melissa,Patterson,2063-09-12,F,9,8,0,-1.4357397555794327,1,Website,-1.6753884737532379,3
C0516,1,Lawrence,Nelson,1946-04-21,M,9,48,0,-0.020520676644555657,0,Website,1.2222220072461683,1
C0517,1,Harold,Thompson,1959-03-20,M,9,8,0,1.3946984022903213,0,Client,0.9002652871351232,1
C0518,0,Lumina,Co,1962-05-22,F,9,27,0,-0.020520676644555657,0,Website,0.8259675824941127,1
C0519,1,Madison,Freeman,2075-10-04,F,9,1,1,-0.020520676644555657,0,Agency,-1.9725792923172796,3
C0520,1,Helen,White,2070-02-11,F,9,37,0,-0.020520676644555657,1,Agency,-1.8487497845822622,3
C0521,1,Stephanie,Allen,2067-04-02,F,2,5,0,-0.020520676644555657,0,Website,-1.7744520799412518,3
C0522,1,Nicole,Campbell,1942-07-13,F,9,50,0,1.3946984022903213,0,Agency,1.3212856134341822,1
C0523,1,Cynthia,Hansen,1960-08-22,F,9,11,0,-0.7281302161119941,0,Agency,0.8754993855881197,0
C0524,1,Harold,Thompson,1953-05-24,M,9,53,0,-0.020520676644555657,0,Website,1.048860696417144,1
C0525,1,Frank,Gray,2050-06-12,M,9,1,0,0.6870888628228828,1,Agency,-1.3534317536421927,2
C0526,1,Harold,Green,1968-02-28,M,5,3,0,1.3946984022903213,0,Website,0.677372173212092,1
C0527,1,Andrew,Baker,1979-07-19,M,9,8,0,-0.7281302161119941,0,Website,0.40494725619505373,0
C0528,1,Benjamin,Davis,2000-08-09,M,9,53,1,-0.7281302161119941,0,Client,-0.11513667629201917,0
C0529,1,Paul,Jordan,1973-11-14,M,9,25,0,0.6870888628228828,1,Website,0.5535426654770745,1
C0530,1,Patricia,Reed,2052-09-07,F,9,48,0,-0.7281302161119941,1,Agency,-1.4029635567361998,3
C0531,1,Emily,White,1976-09-19,F,9,8,0,-1.4357397555794327,0,Website,0.47924496083606416,0
C0532,1,Lauren,Moore,1979-08-12,F,1,13,0,-0.7281302161119941,0,Website,0.40494725619505373,0
C0533,1,Jeffrey,Williams,2063-09-06,M,9,25,1,-1.4357397555794327,0,Agency,-1.6753884737532379,3
C0534,1,Bryan,Miller,1958-02-21,M,9,8,1,-1.4357397555794327,0,Agency,0.9250311886821266,0
C0535,1,Judith,Allen,1987-12-22,F,8,51,0,-0.020520676644555657,0,Agency,0.20682004381902597,1
C0536,1,Brittany,Weaver,1956-03-14,F,9,1,1,1.3946984022903213,1,Website,0.9745629917761336,1
C0537,1,Carl,Baker,1962-04-25,M,9,14,0,-0.7281302161119941,0,Client,0.8259675824941127,0
C0538,1,Richard,Pierce,1969-04-23,M,9,8,0,-1.4357397555794327,1,Agency,0.6526062716650884,0
C0539,1,Lawrence,Bryant,1991-02-25,M,9,8,1,-1.4357397555794327,1,Agency,0.10775643763101209,0
C0540,1,Anna,Long,1997-02-27,F,9,27,0,-0.020520676644555657,0,Agency,-0.04083897165100875,1
C0541,1,Anthony,Garcia,2000-03-22,M,8,31,0,-0.020520676644555657,0,Agency,-0.11513667629201917,1
C0542,0,Lumina,Co,1985-09-26,M,6,23,0,-0.020520676644555657,0,Website,0.2563518469130329,1
C0543,1,Joan,Parker,1947-07-23,F,9,47,0,-0.7281302161119941,1,Website,1.1974561056991648,0
C0544,1,Kevin,White,1974-10-16,M,9,48,0,-0.7281302161119941,0,Website,0.5287767639300711,0
C0545,1,Paul,Griffin,2042-08-04,M,9,11,0,-1.4357397555794327,1,Agency,-1.155304541266165,3
C0546,1,Samuel,Flores,1967-12-23,M,2,22,0,0.6870888628228828,0,Client,0.7021380747590954,1
C0547,1,Diane,Allen,1947-09-20,F,9,8,1,-0.7281302161119941,0,Agency,1.1974561056991648,0
C0548,1,Christopher,Foster,1980-04-11,M,9,8,0,-0.7281302161119941,0,Agency,0.3801813546480503,0
C0549,1,Daniel,Sanders,1972-10-15,M,9,14,0,0.6870888628228828,0,Website,0.5783085670240781,1
C0550,0,Vertex,Co,2067-04-09,F,9,25,0,-1.4357397555794327,0,Agency,-1.7744520799412518,3
C0551,1,Billy,Freeman,1960-05-17,M,9,8,1,0.6870888628228828,0,Website,0.8754993855881197,1
C0552,1,Kyle,Cook,1965-10-20,M,9,50,1,-0.020520676644555657,0,Agency,0.7516698778531024,1
C0553,1,James,Bell,1978-11-26,M,9,1,0,-0.020520676644555657,0,Website,0.4297131577420572,1
C0554,1,Carl,Moore,1948-12-24,M,0,49,0,-1.4357397555794327,1,Agency,1.1726902041521614,0
C0555,1,Aaron,Nelson,1971-04-23,M,9,8,1,0.6870888628228828,1,Agency,0.6030744685710815,1
C0556,1,Zachary,Sanders,1958-10-17,M,9,11,0,1.3946984022903213,0,Website,0.9250311886821266,1
C0557,1,Judy,Griffin,1941-09-25,F,9,48,1,-0.7281302161119941,0,Website,1.3460515149811858,0
C0558,1,Cheryl,Wood,1974-10-23,F,3,29,0,-0.020520676644555657,0,Website,0.5287767639300711,1
C0559,0,Corvus,Co,1969-08-18,M,9,8,0,1.3946984022903213,0,Client,0.6526062716650884,1
C0560,1,Janice,Nelson,1988-04-20,F,0,44,0,-0.020520676644555657,0,Website,0.1820541422720225,1
C0561,0,Bravada,Co,1962-11-20,F,9,1,1,-0.020520676644555657,0,Website,0.8259675824941127,1
C0562,1,Judy,Peterson,1940-11-23,F,9,48,1,1.3946984022903213,1,Website,1.3708174165281892,1
C0563,1,William,Howard,1991-01-22,M,9,8,0,-0.7281302161119941,1,Agency,0.10775643763101209,0
C0564,1,Scott,Adams,2052-09-02,M,9,47,0,-1.4357397555794327,0,Agency,-1.4029635567361998,3
C0565,1,Austin,Wood,1985-09-26,M,4,6,0,-1.4357397555794327,0,Website,0.2563518469130329,0
C0566,1,Janice,Miller,2000-12-09,F,9,37,1,0.6870888628228828,1,Agency,-0.11513667629201917,1
C0567,1,Megan,Chavez,2053-10-07,F,7,42,1,-0.7281302161119941,1,Agency,-1.4277294582832032,3
C0568,1,Timothy,Wright,2053-09-04,M,9,8,0,-0.020520676644555657,0,Website,-1.4277294582832032,3
C0569,1,Mary,Cook,2071-12-05,F,9,8,0,1.3946984022903213,1,Client,-1.8735156861292657,2
C0570,1,Hannah,Peterson,2065-06-03,F,4,34,0,1.3946984022903213,1,Website,-1.724920276847245,2
C0571,1,Adam,Chavez,2066-07-03,M,9,8,0,-0.020520676644555657,0,Website,-1.7496861783942483,3
C0572,1,Ann,Johnson,1993-11-12,F,9,8,1,1.3946984022903213,0,Website,0.05822463453700514,1
C0573,0,Altira,Co,1977-04-24,M,9,15,0,0.6870888628228828,1,Agency,0.4544790592890607,1
C0574,1,Gerald,Cox,1968-09-15,M,9,8,0,-0.7281302161119941,0,Agency,0.677372173212092,0
C0575,1,Brian,Hansen,1966-01-21,M,9,8,1,-0.7281302161119941,0,Website,0.7269039763060989,0
C0576,1,Terry,Reyes,1959-02-24,M,5,16,0,-1.4357397555794327,0,Client,0.9002652871351232,0
C0577,1,Christopher,Miller,1989-05-18,M,9,1,0,-0.020520676644555657,0,Website,0.15728824072501904,1
C0578,1,Lauren,Rogers,1999-07-22,F,9,1,0,1.3946984022903213,1,Client,-0.09037077474501569,1
C0579,1,Christopher,Ward,2041-09-04,M,9,47,1,-0.020520676644555657,0,Website,-1.1305386397191615,3
C0580,1,Heather,Watson,2048-11-01,F,9,8,0,-0.7281302161119941,1,Client,-1.3038999505481859,3
C0581,1,Kimberly,Stewart,1957-12-21,F,9,8,1,1.3946984022903213,1,Website,0.9497970902291302,1
C0582,1,Teresa,Pierce,2040-02-10,F,9,53,1,-0.020520676644555657,1,Website,-1.105772738172158,3
C0583,1,Kevin,Scott,1986-10-27,M,9,8,0,-0.7281302161119941,0,Agency,0.23158594536602944,0
C0584,1,Janice,Taylor,1982-11-03,F,9,8,0,1.3946984022903213,0,Website,0.33064955155404335,1
C0585,1,Anthony,Edwards,2061-02-07,M,9,11,0,-0.020520676644555657,0,Agency,-1.625856670659231,3
C0586,1,Noah,Morales,1977-06-14,M,9,8,0,-0.7281302161119941,1,Client,0.4544790592890607,0
C0587,1,Pamela,Richardson,1992-11-24,F,9,27,0,0.6870888628228828,0,Website,0.08299053608400861,1
C0588,1,Janice,White,1989-11-20,F,9,14,0,-0.7281302161119941,0,Website,0.15728824072501904,0
C0589,1,Christopher,Williams,1946-09-21,M,9,47,1,1.3946984022903213,0,Client,1.2222220072461683,1
C0590,1,Arthur,Campbell,1966-09-16,M,8,43,1,-0.7281302161119941,0,Website,0.7269039763060989,0
C0591,1,Dorothy,Long,2068-09-03,F,9,25,0,-1.4357397555794327,0,Website,-1.7992179814882552,3
C0592,1,Roger,Moore,2072-03-06,M,9,1,1,-0.7281302161119941,0,Client,-1.898281587676269,3
C0593,1,Elizabeth,Carter,2052-08-08,F,9,8,0,-0.7281302161119941,1,Agency,-1.4029635567361998,3
C0594,1,Diane,Patterson,2042-08-02,F,9,48,0,-1.4357397555794327,0,Agency,-1.155304541266165,3
C0595,1,Anna,Murray,2066-10-06,F,9,48,0,-0.020520676644555657,0,Agency,-1.7496861783942483,3
C0596,1,Gerald,Phillips,1976-04-17,M,9,25,0,0.6870888628228828,0,Agency,0.47924496083606416,1
C0597,1,Peter,King,1986-02-17,M,8,31,0,-0.7281302161119941,1,Website,0.23158594536602944,0
C0598,1,Jacob,Gray,1949-06-24,M,9,11,1,0.6870888628228828,0,Website,1.147924302605158,1
C0599,1,Jennifer,Turner,1998-03-19,F,2,0,0,-0.7281302161119941,0,Agency,-0.06560487319801223,0
C0600,1,Thomas,King,1984-03-17,M,9,37,1,-1.4357397555794327,0,Client,0.2811177484600364,0
C0601,1,Lisa,Nelson,1972-10-16,F,9,8,0,0.6870888628228828,0,Website,0.5783085670240781,1
C0602,1,Albert,Hayes,1984-03-24,M,5,3,0,0.6870888628228828,0,Agency,0.2811177484600364,1
C0603,1,Diane,Thompson,1994-01-07,F,9,27,0,0.6870888628228828,1,Agency,0.03345873299000167,1
C0604,1,Danielle,Montgomery,1998-09-17,F,1,52,0,-1.4357397555794327,0,Agency,-0.06560487319801223,0
C0605,1,Nathan,Flores,1974-06-28,M,9,48,0,0.6870888628228828,1,Agency,0.5287767639300711,1
C0606,1,Carolyn,Stone,1949-12-25,F,4,18,1,-1.4357397555794327,0,Website,1.147924302605158,0
C0607,1,Daniel,Edwards,1962-09-14,M,9,8,0,-1.4357397555794327,0,Agency,0.8259675824941127,0
C0608,1,Jerry,Adams,1956-06-14,M,9,8,0,0.6870888628228828,0,Agency,0.9745629917761336,1
C0609,1,Julia,Richardson,1961-05-22,F,9,53,0,0.6870888628228828,0,Agency,0.8507334840411163,1
C0610,1,Ann,Owens,2070-05-10,F,9,8,1,0.6870888628228828,0,Website,-1.8487497845822622,2
C0611,1,Jacob,Price,2050-12-06,M,9,8,0,0.6870888628228828,0,Agency,-1.3534317536421927,2
C0612,1,Kevin,Wood,1960-01-26,M,9,14,0,0.6870888628228828,0,Agency,0.8754993855881197,1
C0613,1,Cynthia,Cox,1995-10-02,F,0,49,0,0.6870888628228828,0,Agency,0.008692831442998197,1
C0614,1,George,Bryant,2072-01-07,M,8,51,0,-0.020520676644555657,1,Website,-1.898281587676269,3
C0615,1,Jordan,King,2057-01-12,M,9,48,0,-0.7281302161119941,1,Website,-1.526793064471217,3
C0616,1,Julie,Brooks,1963-04-17,F,9,50,1,-1.4357397555794327,1,Agency,0.8012016809471093,0
C0617,1,Carolyn,Evans,1986-10-07,F,9,35,0,1.3946984022903213,1,Website,0.23158594536602944,1
C0618,1,Austin,Taylor,2068-05-11,M,9,47,0,-0.020520676644555657,0,Agency,-1.7992179814882552,3
C0619,1,Heather,Morales,1970-04-25,F,9,53,0,0.6870888628228828,0,Website,0.627840370118085,1
C0620,1,Sarah,Howard,1960-04-22,F,4,6,0,-0.020520676644555657,0,Website,0.8754993855881197,1
C0621,1,Jonathan,Turner,1982-02-13,M,5,3,1,-0.020520676644555657,1,Agency,0.33064955155404335,1
C0622,1,Katherine,Ward,1987-10-09,F,9,53,1,-0.7281302161119941,0,Client,0.20682004381902597,0
C0623,1,Jonathan,Adams,1986-04-27,M,9,14,1,-0.020520676644555657,1,Client,0.23158594536602944,1
C0624,1,Carl,Jordan,2000-09-02,M,9,25,1,-0.020520676644555657,0,Agency,-0.11513667629201917,1
C0625,1,Deborah,Hayes,1983-07-08,F,1,13,1,-0.7281302161119941,1,Agency,0.3058836500070399,0
C0626,1,Sara,Jones,1968-06-13,F,5,16,1,-0.7281302161119941,0,Website,0.677372173212092,0
C0627,1,Katherine,Johnson,2000-11-07,F,9,1,0,-0.020520676644555657,0,Agency,-0.11513667629201917,1
C0628,1,Arthur,Campbell,1985-05-16,M,2,5,0,-0.020520676644555657,1,Agency,0.2563518469130329,1
C0629,1,Maria,Richardson,2046-07-09,F,9,8,1,-0.7281302161119941,0,Agency,-1.2543681474541788,3
C0630,1,Stephen,Roberts,1965-07-28,M,9,8,0,-0.7281302161119941,0,Website,0.7516698778531024,0
C0631,1,Dorothy,Flores,2066-12-11,F,9,8,0,1.3946984022903213,0,Website,-1.7496861783942483,2
C0632,1,Thomas,Nelson,1948-05-16,M,8,31,0,0.6870888628228828,0,Website,1.1726902041521614,1
C0633,1,Ann,Owens,2041-05-12,F,9,25,0,-0.020520676644555657,0,Agency,-1.1305386397191615,3
C0634,1,Justin,Ward,1980-11-17,M,9,53,1,0.6870888628228828,1,Website,0.3801813546480503,1
C0635,1,Kimberly,King,1960-06-14,F,8,43,1,1.3946984022903213,0,Website,0.8754993855881197,1
C0636,1,Kathleen,Rogers,1980-11-10,F,4,6,0,1.3946984022903213,0,Website,0.3801813546480503,1
C0637,1,Catherine,Stone,1967-08-14,F,9,8,0,-0.7281302161119941,0,Website,0.7021380747590954,0
C0638,1,Jason,King,2075-02-04,M,9,35,0,1.3946984022903213,1,Website,-1.9725792923172796,2
C0639,1,Mark,Campbell,2061-03-03,M,8,43,0,-0.020520676644555657,1,Website,-1.625856670659231,3
C0640,1,Emily,Thompson,2067-03-01,F,9,48,0,-0.020520676644555657,0,Agency,-1.7744520799412518,3
C0641,0,Zynex,Co,1994-02-26,M,9,1,0,-0.7281302161119941,0,Agency,0.03345873299000167,0
C0642,1,Julia,Reyes,1967-11-21,F,9,8,0,0.6870888628228828,0,Website,0.7021380747590954,1
C0643,1,Samantha,Richardson,2074-05-05,F,9,8,0,1.3946984022903213,0,Website,-1.9478133907702762,2
C0644,1,Teresa,Johnson,1956-08-25,F,9,8,0,0.6870888628228828,1,Agency,0.9745629917761336,1
C0645,1,Arthur,Cox,1988-07-18,M,9,25,0,-0.7281302161119941,0,Client,0.1820541422720225,0
C0646,1,Cynthia,Campbell,1995-07-21,F,9,1,1,1.3946984022903213,0,Agency,0.008692831442998197,1
C0647,1,Victoria,Green,2046-02-06,F,9,8,0,0.6870888628228828,0,Agency,-1.2543681474541788,2
C0648,1,Stephanie,Reed,1999-03-02,F,9,8,0,-1.4357397555794327,1,Website,-0.09037077474501569,0
C0649,1,Patricia,Mitchell,1995-03-01,F,9,8,0,0.6870888628228828,0,Agency,0.008692831442998197,1
C0650,0,Polaris,Co,1976-02-19,M,4,34,0,-0.020520676644555657,1,Client,0.47924496083606416,1
C0651,0,Horizon,Co,1993-01-14,M,9,53,0,-1.4357397555794327,0,Agency,0.05822463453700514,0
C0652,1,Heather,Johnson,1993-12-08,F,9,53,0,-0.7281302161119941,0,Website,0.05822463453700514,0
C0653,1,Gerald,Adams,1970-07-22,M,9,35,0,-0.7281302161119941,0,Client,0.627840370118085,0
C0654,1,Eric,Griffin,2060-05-07,M,9,27,0,-0.7281302161119941,1,Website,-1.6010907691122276,3
C0655,1,Patricia,King,1950-05-19,F,9,25,0,-1.4357397555794327,1,Agency,1.1231584010581543,0
C0656,1,Amber,Allen,1977-02-08,F,9,11,0,1.3946984022903213,0,Client,0.4544790592890607,1
C0657,1,Alexander,Allen,1956-09-26,M,9,8,0,-0.7281302161119941,0,Agency,0.9745629917761336,0
C0658,1,Kelly,Green,1999-12-13,F,9,50,0,-0.020520676644555657,1,Agency,-0.09037077474501569,1
C0659,1,Sara,Foster,1988-10-06,F,9,8,0,0.6870888628228828,1,Agency,0.1820541422720225,1
C0660,1,Charles,Kim,1991-08-10,M,9,1,0,0.6870888628228828,1,Client,0.10775643763101209,1
C0661,1,Deborah,Williams,1961-06-25,F,2,22,0,-0.020520676644555657,0,Website,0.8507334840411163,1
C0662,1,Stephanie,Kim,1957-08-25,F,9,8,1,-0.020520676644555657,0,Website,0.9497970902291302,1
C0663,1,Anthony,Flores,2058-02-02,M,9,8,0,-0.7281302161119941,1,Agency,-1.5515589660182205,3
C0664,1,Lawrence,Wood,1958-08-17,M,2,0,1,1.3946984022903213,1,Website,0.9250311886821266,1
C0665,1,Robert,Adams,1959-08-27,M,9,11,1,-1.4357397555794327,0,Agency,0.9002652871351232,0
C0666,1,Maria,Davis,2048-10-09,F,9,8,1,-1.4357397555794327,0,Website,-1.3038999505481859,3
C0667,1,Anthony,Mitchell,2066-07-07,M,9,1,1,-0.7281302161119941,0,Agency,-1.7496861783942483,3
C0668,1,Margaret,Peterson,1978-11-15,F,4,18,1,0.6870888628228828,1,Website,0.4297131577420572,1
C0669,1,Cheryl,Bell,1958-03-18,F,2,5,0,-0.020520676644555657,0,Agency,0.9250311886821266,1
C0670,0,Altira,Co,1976-06-18,M,9,25,1,0.6870888628228828,0,Website,0.47924496083606416,1
C0671,1,Jerry,Pierce,2041-12-09,M,9,11,0,0.6870888628228828,1,Client,-1.1305386397191615,2
C0672,1,Amber,Williams,2067-03-10,F,9,8,0,-0.7281302161119941,0,Website,-1.7744520799412518,3
C0673,1,Janice,Hayes,1965-10-19,F,9,8,0,0.6870888628228828,0,Website,0.7516698778531024,1
C0674,1,Judy,Turner,1986-05-26,F,9,8,1,0.6870888628228828,0,Website,0.23158594536602944,1
C0675,1,Andrea,Wright,1969-12-23,F,9,47,0,1.3946984022903213,0,Website,0.6526062716650884,1
C0676,1,Lisa,Davis,2042-06-12,F,9,25,0,-0.7281302161119941,0,Agency,-1.155304541266165,3
C0677,1,Jerry,Miller,1981-09-02,M,9,1,1,-0.7281302161119941,0,Agency,0.35541545310104683,0
C0678,1,Joseph,Watson,1972-10-19,M,9,8,0,0.6870888628228828,1,Website,0.5783085670240781,1
C0679,1,Lisa,Patterson,2064-12-02,F,9,25,0,-1.4357397555794327,0,Agency,-1.7001543753002415,3
C0680,1,Andrew,Griffin,1965-04-16,M,9,48,1,-0.7281302161119941,0,Agency,0.7516698778531024,0
C0681,0,Helios,Co,1977-04-25,F,9,8,0,-0.020520676644555657,0,Agency,0.4544790592890607,1
C0682,1,Donald,Bennett,2073-06-12,M,9,8,0,1.3946984022903213,0,Website,-1.9230474892232727,2
C0683,1,Patrick,Jordan,1948-08-20,M,9,11,0,-0.7281302161119941,1,Agency,1.1726902041521614,0
C0684,1,Donald,Miller,1985-10-05,M,9,8,0,-1.4357397555794327,0,Agency,0.2563518469130329,0
C0685,1,Sharon,Hansen,1987-04-18,F,9,53,0,1.3946984022903213,0,Agency,0.20682004381902597,1
C0686,1,Michael,Howard,1963-11-17,M,9,8,0,-1.4357397555794327,1,Website,0.8012016809471093,0
C0687,1,Susan,Long,2059-01-03,F,9,48,0,-0.020520676644555657,1,Website,-1.576324867565224,3
C0688,1,Kathleen,Howard,2068-12-04,F,9,11,1,1.3946984022903213,1,Website,-1.7992179814882552,2
C0689,1,Ann,Williams,1998-04-17,F,9,8,0,0.6870888628228828,0,Website,-0.06560487319801223,1
C0690,1,Janet,Stewart,1985-09-09,F,9,37,0,0.6870888628228828,1,Agency,0.2563518469130329,1
C0691,1,Kenneth,Bell,1943-07-22,M,9,8,1,0.6870888628228828,0,Agency,1.2965197118871787,1
C0692,1,Adam,Roberts,1964-03-14,M,9,15,1,-0.020520676644555657,0,Agency,0.7764357794001059,1
C0693,1,Jesse,Chavez,1957-04-28,M,9,8,1,1.3946984022903213,1,Agency,0.9497970902291302,1
C0694,0,Sterling,Co,1989-07-13,M,8,43,1,-0.7281302161119941,0,Website,0.15728824072501904,0
C0695,1,Timothy,Rogers,1947-03-24,M,9,53,0,0.6870888628228828,0,Website,1.1974561056991648,1
C0696,1,Carol,Green,1994-03-06,F,9,53,1,1.3946984022903213,1,Agency,0.03345873299000167,1
C0697,1,Bryan,Mitchell,1986-11-01,M,9,8,1,0.6870888628228828,1,Agency,0.23158594536602944,1
C0698,1,Maria,Scott,1946-07-16,F,9,8,0,-0.7281302161119941,1,Website,1.2222220072461683,0
C0699,1,Stephen,Bennett,1986-12-22,M,9,53,0,-1.4357397555794327,1,Agency,0.23158594536602944,0
C0700,1,Christine,Sanders,1944-04-14,F,9,53,0,1.3946984022903213,0,Website,1.2717538103401753,1
C0701,1,Danielle,Peterson,1962-09-17,F,8,12,1,-1.4357397555794327,0,Website,0.8259675824941127,0
C0702,1,Nicholas,Flores,1966-07-24,M,9,1,0,1.3946984022903213,0,Agency,0.7269039763060989,1
C0703,0,Elara,Co,1984-05-15,M,9,11,0,-0.020520676644555657,0,Website,0.2811177484600364,1
C0704,1,Nicole,Jordan,1942-01-23,F,9,15,0,0.6870888628228828,0,Agency,1.3212856134341822,1
C0705,1,Timothy,Murray,1940-12-18,M,9,25,0,-0.020520676644555657,0,Website,1.3708174165281892,1
C0706,1,Kyle,Thomas,1984-06-23,M,8,12,1,-0.7281302161119941,0,Client,0.2811177484600364,0
C0707,1,Zachary,Richardson,1995-09-23,M,9,50,0,1.3946984022903213,1,Website,0.008692831442998197,1
C0708,1,Brian,Cook,1964-11-28,M,9,8,0,-0.7281302161119941,0,Client,0.7764357794001059,0
C0709,1,Samantha,Price,1982-11-06,F,9,15,0,-0.7281302161119941,1,Agency,0.33064955155404335,0
C0710,1,Kyle,Bryant,1946-08-18,M,9,37,0,-0.7281302161119941,1,Agency,1.2222220072461683,0
C0711,1,Victoria,Hughes,1995-10-20,F,9,8,1,-0.020520676644555657,0,Agency,0.008692831442998197,1
C0712,1,Joseph,Scott,1991-01-21,M,9,8,0,-1.4357397555794327,0,Agency,0.10775643763101209,0
C0713,1,Debra,Thomas,1997-02-14,F,9,8,1,-0.020520676644555657,0,Agency,-0.04083897165100875,1
C0714,1,Kyle,Murray,1977-01-03,M,7,42,0,-0.020520676644555657,0,Website,0.4544790592890607,1
C0715,1,Janice,Wilson,1982-08-05,F,9,48,0,-0.020520676644555657,0,Website,0.33064955155404335,1
C0716,1,Jordan,Davis,1994-10-24,M,8,31,0,-1.4357397555794327,0,Client,0.03345873299000167,0
C0717,1,Virginia,Weaver,2046-06-09,F,9,1,1,-0.020520676644555657,1,Agency,-1.2543681474541788,3
C0718,1,Martha,Scott,2044-10-08,F,4,18,0,-0.7281302161119941,1,Website,-1.204836344360172,3
C0719,1,Jason,Jordan,2074-07-02,M,9,8,1,-0.7281302161119941,1,Agency,-1.9478133907702762,3
C0720,1,Shirley,Wilson,1981-05-17,F,9,8,1,-1.4357397555794327,1,Agency,0.35541545310104683,0
C0721,1,Julia,Jordan,1999-03-07,F,9,14,0,0.6870888628228828,0,Website,-0.09037077474501569,1
C0722,1,Carol,Sanders,2043-09-11,F,9,47,0,-1.4357397555794327,0,Website,-1.1800704428131685,3
C0723,1,Ann,Hansen,1999-04-19,F,5,30,0,-0.020520676644555657,1,Website,-0.09037077474501569,1
C0724,1,Samuel,Howard,1960-09-27,M,9,1,1,0.6870888628228828,1,Agency,0.8754993855881197,1
C0725,1,Katherine,Jones,1983-07-03,F,9,27,0,-0.020520676644555657,0,Website,0.3058836500070399,1
C0726,1,Melissa,Harris,1977-01-25,F,9,15,0,0.6870888628228828,0,Website,0.4544790592890607,1
C0727,1,Ronald,Bell,1941-08-24,M,9,8,1,-0.020520676644555657,1,Client,1.3460515149811858,1
C0728,1,Jason,Jones,1971-07-23,M,9,8,0,-0.020520676644555657,1,Agency,0.6030744685710815,1
C0729,1,Raymond,Long,2044-01-04,M,9,53,1,-0.020520676644555657,1,Agency,-1.204836344360172,3
C0730,1,Gregory,Baker,1988-05-09,M,9,8,1,0.6870888628228828,0,Website,0.1820541422720225,1
C0731,1,Larry,Harris,2000-10-18,M,9,8,0,1.3946984022903213,0,Agency,-0.11513667629201917,1
C0732,1,Justin,Peterson,1985-03-03,M,9,37,0,1.3946984022903213,0,Website,0.2563518469130329,1
C0733,1,Susan,White,1976-01-03,F,9,25,0,1.3946984022903213,0,Agency,0.47924496083606416,1
C0734,1,Danielle,Ward,1981-06-27,F,9,50,1,1.3946984022903213,1,Client,0.35541545310104683,1
C0735,1,Matthew,Long,1994-08-10,M,5,17,1,0.6870888628228828,0,Website,0.03345873299000167,1
C0736,1,Jordan,Campbell,1942-06-13,M,9,48,1,-0.020520676644555657,0,Agency,1.3212856134341822,1
C0737,1,Harold,Harris,1978-08-15,M,9,8,1,-0.020520676644555657,0,Agency,0.4297131577420572,1
C0738,1,Jose,White,1980-09-21,M,9,47,0,1.3946984022903213,0,Website,0.3801813546480503,1
C0739,1,Albert,Turner,1965-03-16,M,9,8,0,-0.7281302161119941,0,Agency,0.7516698778531024,0
C0740,1,Julia,Bell,2066-12-08,F,9,48,1,-1.4357397555794327,0,Client,-1.7496861783942483,3
C0741,1,Sandra,Stone,2062-08-11,F,9,8,0,-0.7281302161119941,0,Website,-1.6506225722062344,3
C0742,1,Bryan,Howard,1980-08-21,M,8,51,0,-1.4357397555794327,1,Website,0.3801813546480503,0
C0743,1,Joshua,Allen,2072-09-10,M,9,37,1,0.6870888628228828,1,Website,-1.898281587676269,2
C0744,1,Helen,Morales,2050-11-10,F,9,50,0,-1.4357397555794327,0,Website,-1.3534317536421927,3
C0745,1,Emily,Collins,1997-06-18,F,9,8,1,1.3946984022903213,0,Website,-0.04083897165100875,1
C0746,1,Gary,Reyes,1956-10-13,M,8,43,0,0.6870888628228828,0,Website,0.9745629917761336,1
C0747,1,George,Patterson,1992-04-18,M,9,14,0,0.6870888628228828,1,Website,0.08299053608400861,1
C0748,0,Vantage,Co,2074-03-05,F,9,8,0,-1.4357397555794327,1,Client,-1.9478133907702762,3
C0749,1,Dorothy,Anderson,1992-11-26,F,9,27,0,1.3946984022903213,0,Agency,0.08299053608400861,1
C0750,1,Janice,Price,1976-06-08,F,9,25,1,-1.4357397555794327,0,Agency,0.47924496083606416,0
